JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
27.4890081745,85.1992362936,33.0869290824,116.7887296891,89.6509446241,-24.3115640964                           0.5000000000                  0.4229272569,-0.1391309868,0.4364609785
27.4743256426,79.9201724786,30.9690143863,118.7581373803,89.2659329268,-26.3008134481                           0.5000000000                  0.4414878407,-0.1199996170,0.3917256584
27.4596091646,74.6413586345,28.8504895732,120.7275450715,88.8808797241,-28.2898151288                           0.5000000000                  0.4541651201,-0.1028065485,0.3438429777
27.4448626135,69.3627599920,26.7316516348,122.6969527627,88.4957961490,-30.2786038007                           0.5000000000                  0.4606224305,-0.0877887033,0.2936978563
27.4300916005,64.0843146656,24.6128082845,124.6663604539,88.1106931116,-32.2672251394                           0.5000000000                  0.4606465946,-0.0751259004,0.2422286328
27.4153028956,58.8059488536,22.4942148104,126.6357681451,87.7255808217,-34.2557325506                           0.5000000000                  0.4541536515,-0.0649368424,0.1904051710
27.4005043129,53.5275870141,20.3760513025,128.6051758363,87.3404689672,-36.2441863742                           0.5000000000                  0.4411913081,-0.0572769975,0.1392061568
27.3857046925,48.2491586178,18.2584209971,130.5745835275,86.9553668939,-38.2326528749                           0.5000000000                  0.4219380877,-0.0521383156,0.0895962485
27.3711617935,42.9705875862,16.1413833085,132.5439912187,86.5702872312,-40.2212245079                           0.5000000000                  0.3966992343,-0.0494506821,0.0425037093
