JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
26.0300294806,83.9354799869,32.0693618972,115.8792991296,89.3880173266,-24.8919988543                           0.5000000000                  0.4216130171,-0.1405987874,0.4308581836
24.5578688764,77.8718481876,29.1326022999,116.7602391984,88.7754209016,-27.2822467661                           0.5000000000                  0.4362514491,-0.1264636010,0.3835216718
23.0856918326,71.8083555942,26.1959086133,117.6411792672,88.1628160651,-29.6723956609                           0.5000000000                  0.4448914557,-0.1151161917,0.3329257493
21.6135235755,65.7448146783,23.2599265566,118.5221193361,87.5502391587,-32.0626336021                           0.5000000000                  0.4470105428,-0.1062934792,0.2802248063
20.1413883038,59.6810576792,20.3250170241,119.4030594049,86.9377193436,-34.4531336569                           0.5000000000                  0.4422737671,-0.0996260840,0.2266234589
18.6692863085,53.6171828182,17.3906381041,120.2839994738,86.3252510094,-36.8438914067                           0.5000000000                  0.4305488249,-0.0946555690,0.1733436489
17.1974750308,47.5525046738,14.4578385833,121.1649395426,85.7131783583,-39.2367663754                           0.5000000000                  0.4119120656,-0.0908701672,0.1215833930
15.7256006713,41.4874468356,11.5261746504,122.0458796115,85.1010168109,-41.6291523368                           0.5000000000                  0.3866559467,-0.0877219701,0.0724985403
14.2537375615,35.4223724386,8.5943681695,122.9268196803,84.4888721186,-44.0216038126                            0.5000000000                  0.3552742747,-0.0846440100,0.0271573219
