JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
28.3246277972,85.5747793994,33.6973163037,117.4414510524,89.8805914738,-23.4172853630                           0.5000000000                  0.4248974916,-0.1380661805,0.4379290693
29.2290440750,80.7091653725,32.2478160681,120.1288522433,89.7480215634,-24.4221289405                           0.5000000000                  0.4459680873,-0.1168829200,0.3952056218
30.1334235797,75.8438223728,30.7974732807,122.8162534342,89.6154033146,-25.4266963530                           0.5000000000                  0.4613589108,-0.0970367710,0.3494259865
31.0377595967,70.9788051236,29.3463250678,125.5036546250,89.4827351311,-26.4309418205                           0.5000000000                  0.4708226541,-0.0790109237,0.3013147569
31.9420459299,66.1141466017,27.8945039699,128.1910558159,89.3500166392,-27.4348226465                           0.5000000000                  0.4742238701,-0.0632570535,0.2516488964
32.8462767996,61.2498581470,26.4422024807,130.8784570068,89.2172482151,-28.4382992224                           0.5000000000                  0.4715413614,-0.0501834140,0.2012427753
33.7504472251,56.3859294773,24.9896449540,133.5658581977,89.0844311712,-29.4413387205                           0.5000000000                  0.4628678847,-0.0401438147,0.1509322971
34.6545538446,51.5223278656,23.5370669076,136.2532593885,88.9515682372,-30.4439216093                           0.5000000000                  0.4484072007,-0.0334278177,0.1015584853
35.5585961442,46.6589968099,22.0846981168,138.9406605794,88.8186641303,-31.4460503699                           0.5000000000                  0.4284685688,-0.0302524249,0.0539509214
