JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
30.7676865518,84.9295025298,32.0516540077,117.4683285535,89.5688769243,-23.2942528812                           0.5000000000                  0.4297948373,-0.1108209435,0.4337851026
34.0321502154,79.8645003027,29.0595065219,119.9382980463,89.1350433005,-24.0780808477                           0.5000000000                  0.4490261327,-0.0599165997,0.3895801978
37.2966954478,74.7994498083,26.0670616148,122.4082675391,88.7013346571,-24.8625432111                           0.5000000000                  0.4579546239,-0.0096698388,0.3417284632
40.5611587502,69.7349702466,23.0723497442,124.8782370320,88.2674917638,-25.6463596993                           0.5000000000                  0.4565443669,0.0381943326,0.2911545843
43.8254789856,64.6707632817,20.0772131642,127.3482065248,87.8334382249,-26.4290777779                           0.5000000000                  0.4451117228,0.0819888721,0.2388584253
47.0897325728,59.6068756647,17.0814435854,129.8181760176,87.3993054872,-27.2113137257                           0.5000000000                  0.4243006228,0.1201654980,0.1858922004
50.3538917059,54.5433997903,14.0850090259,132.2881455104,86.9650696180,-27.9928876140                           0.5000000000                  0.3950579256,0.1513655284,0.1333392655
53.6179424138,49.4803177808,11.0881653170,134.7581150032,86.5307282002,-28.7737363671                           0.5000000000                  0.3585943162,0.1744727426,0.0822837277
56.8818795450,44.4175566528,8.0912173212,137.2280844960,86.0962895517,-29.5538693103                            0.5000000000                  0.3163322428,0.1886596329,0.0337835487
