JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
26.5762458420,85.2177823266,33.5857542160,116.8922644230,89.7509041221,-24.4995070166                           0.5000000000                  0.4216504985,-0.1481341222,0.4360418242
25.5578893826,79.9574816205,32.0295032494,118.9755603215,89.4765805296,-26.6985432055                           0.5000000000                  0.4390738292,-0.1408103245,0.3910048915
24.5394954761,74.6974880836,30.4725265532,121.0588562200,89.2022146744,-28.8973099943                           0.5000000000                  0.4510028649,-0.1359053298,0.3430633831
23.5210728691,69.4377373507,28.9152623890,123.1421521185,88.9278250544,-31.0958774378                           0.5000000000                  0.4570151456,-0.1333022319,0.2930846429
22.5026324417,64.1781275365,27.3581504325,125.2254480170,88.6534285748,-33.2943271293                           0.5000000000                  0.4568090645,-0.1328125321,0.2419799389
21.4841859323,58.9185450142,25.8015319626,127.3087439156,88.3790397263,-35.4927449584                           0.5000000000                  0.4502133261,-0.1341838440,0.1906838011
20.4657452181,53.6588830133,24.2456147811,129.3920398141,88.1046707044,-37.6912169571                           0.5000000000                  0.4371929290,-0.1371098467,0.1401328596
19.4473216528,48.3990541861,22.6904761215,131.4753357126,87.8303315169,-39.8898245958                           0.5000000000                  0.4178514984,-0.1412419781,0.0912447961
18.4289252274,43.1389990220,21.1360837835,133.5586316111,87.5560298282,-42.0886384128                           0.5000000000                  0.3924299051,-0.1462023190,0.0448979644
