JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
25.8396843477,76.4144679080,31.8344150246,104.0613841802,87.9306723579,-26.9270173697                           0.5000000000                  0.3980980908,-0.1191265419,0.4231765372
23.9676064600,67.4756015438,25.1424966425,97.7866136200,85.4949401243,-31.4546833844                            0.5000000000                  0.3925201274,-0.0823002635,0.3761868397
23.7682413694,60.2171131104,18.4954291701,94.7162520163,84.2090307855,-35.5957484548                            0.5000000000                  0.3869421641,-0.0454739852,0.3291971423
24.9297968356,54.5549723460,12.3081159375,95.0064756628,84.2027101718,-39.3333341936                            0.5000000000                  0.3813642007,-0.0086477069,0.2822074448
27.2583451492,50.6591491987,7.4528128339,98.9452819282,84.5004743973,-42.0715064818                             0.5000000000                  0.3757862374,0.0281785715,0.2352177473
30.9063922445,48.4937719323,4.8682661360,106.3713636871,84.0619066215,-42.8516705334                            0.5000000000                  0.3702082740,0.0650048498,0.1882280498
36.5611324135,47.6871059774,4.8906654213,116.4237491212,84.0247881391,-40.7438746984                            0.5000000000                  0.3646303107,0.1018311282,0.1412383524
44.8171117791,47.5684321763,7.6086598452,127.9784661708,84.7960940736,-35.2737761965                            0.5000000000                  0.3590523473,0.1386574065,0.0942486549
57.5481009806,47.3341045904,13.5319484286,140.1014050171,87.5597735331,-26.1138564139                           0.5000000000                  0.3534743840,0.1754836848,0.0472589574
