JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
19.7304492335,82.5137559241,28.3897648027,111.6719183471,87.7039013272,-34.4001907222                           0.5000000000                  0.4024264820,-0.1548694312,0.4229142047
16.0220307757,74.7175475698,25.5492287836,108.1419395556,86.4103727790,-38.8196918161                           0.5000000000                  0.4011769099,-0.1537860422,0.3756621746
12.9783885280,67.8764367690,22.6416105258,106.3093804977,85.2061330485,-42.9864075278                           0.5000000000                  0.3999273378,-0.1527026531,0.3284101446
10.6413377904,61.5923926741,19.9798073814,106.2847690856,84.2529076525,-44.9965754928                           0.5000000000                  0.3986777657,-0.1516192641,0.2811581146
9.0382022695,55.8248017633,17.6459406624,107.8738537035,84.0268361232,-44.9279374251                            0.5000000000                  0.3974281936,-0.1505358751,0.2339060846
8.6693927270,51.3340264922,16.3218857490,111.5884919924,84.2543382994,-44.9321382236                            0.5000000000                  0.3961786214,-0.1494524861,0.1866540545
9.7834200710,48.0596196139,16.4286568585,117.4252653660,84.3580224674,-45.0017557049                            0.5000000000                  0.3949290493,-0.1483690971,0.1394020245
12.9408982397,45.6662017296,18.0433421641,125.0275703559,85.7301327440,-44.8722581475                           0.5000000000                  0.3936794772,-0.1472857080,0.0921499945
18.4289252274,43.1389990220,21.1360837835,133.5586316111,87.5560298282,-42.0886384128                           0.5000000000                  0.3924299051,-0.1462023190,0.0448979644
