JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
13.6444894646,81.6379954845,21.5272596890,112.0443752953,88.1804365641,-30.2021389769                           0.5000000000                  0.3969751878,-0.1559380907,0.4210415258
8.5482291888,72.4124429203,17.3833758641,105.6875361254,86.3337339646,-35.3963725139                            0.5000000000                  0.3902743214,-0.1559233613,0.3719168169
4.7222185245,64.3888846171,13.7575723074,102.0212414019,85.1439352920,-39.7085622676                            0.5000000000                  0.3835734551,-0.1559086318,0.3227921080
2.9498246640,57.1606296101,12.0758395215,100.1443780425,84.4847115420,-43.2508201109                            0.5000000000                  0.3768725888,-0.1558939023,0.2736673991
1.0545972253,50.4208990135,9.8538880861,100.2480288359,84.0441305743,-44.9893418181                             0.5000000000                  0.3701717224,-0.1558791728,0.2245426903
-0.0741566522,44.3437103905,8.2064351497,102.2012355375,84.3183028342,-44.9443115352                            0.5000000000                  0.3634708561,-0.1558644433,0.1754179814
-0.0157684907,39.7670554926,7.8806173806,106.6034565934,84.2929078346,-44.9517809037                            0.5000000000                  0.3567699897,-0.1558497139,0.1262932725
1.6481505218,36.6351707663,9.0768850912,113.3514626752,84.0862694119,-44.9509356675                             0.5000000000                  0.3500691234,-0.1558349844,0.0771685636
5.2491335529,34.5992434205,11.2319841037,121.7743061894,84.9569998839,-44.2499195623                            0.5000000000                  0.3433682570,-0.1558202549,0.0280438547
