JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
14.1478196741,79.0976592168,19.9256473300,108.9129415206,89.6467760299,-27.0645617321                           0.5000000000                  0.3946327687,-0.1413878237,0.4197916499
10.0879436377,68.6440606750,14.4646422710,100.6131320870,87.4014746110,-31.9341199660                           0.5000000000                  0.3855894833,-0.1268228272,0.3694170650
7.4535783449,59.2286166178,9.5127878073,94.8903237073,85.3395707434,-36.1953703329                              0.5000000000                  0.3765461979,-0.1122578307,0.3190424802
7.1240276711,51.1828974504,6.6251303423,92.3085868139,84.1023052661,-39.9619742824                              0.5000000000                  0.3675029125,-0.0976928342,0.2686678953
6.9724739803,43.7379175072,3.0974373327,91.5235728343,84.2007296172,-43.4308478060                              0.5000000000                  0.3584596270,-0.0831278377,0.2182933105
7.5527444623,37.3094086970,0.5197645983,93.4576577648,84.0630503245,-44.9688550413                              0.5000000000                  0.3494163416,-0.0685628412,0.1679187256
9.9181292829,31.8929248938,0.0043884854,97.4157070308,84.4146255503,-44.8714609334                              0.5000000000                  0.3403730562,-0.0539978446,0.1175441408
12.7222763952,28.9530886696,0.0016672389,104.8651901758,84.3001289607,-44.9824179199                            0.5000000000                  0.3313297708,-0.0394328481,0.0671695559
16.8951606720,27.9795780676,0.5311074888,114.2904294233,84.5184358234,-41.9198714100                            0.5000000000                  0.3222864854,-0.0248678516,0.0167949711
