JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
16.6990944352,81.5826315772,23.5221071667,111.0057529603,87.4785996113,-32.4920215433                           0.5000000000                  0.3988780515,-0.1452875875,0.4210129328
12.5807072274,72.5500166081,18.7552228613,104.9230570789,85.4333128195,-37.9654766874                           0.5000000000                  0.3940800488,-0.1346223549,0.3718596310
10.6220889813,64.7980806497,15.4981292971,101.7199334733,84.0387413177,-41.9502018339                           0.5000000000                  0.3892820461,-0.1239571222,0.3227063291
9.0377954621,57.4611610776,11.6959232990,99.9761374667,84.1023260593,-44.9855477563                             0.5000000000                  0.3844840434,-0.1132918895,0.2735530273
8.0723889142,50.3733161851,8.3089381800,100.1114948402,84.2548706390,-45.0088100559                             0.5000000000                  0.3796860408,-0.1026266569,0.2243997254
8.1470365532,44.6922387682,6.0208474165,102.7258241695,84.3702723769,-44.9678189121                             0.5000000000                  0.3748880381,-0.0919614242,0.1752464236
9.4969302207,40.6385197942,5.2736054817,107.9272291032,84.0262573155,-44.9672292515                             0.5000000000                  0.3700900354,-0.0812961915,0.1260931217
12.7387238187,38.1386631777,6.2592587629,115.5020938484,84.0848476428,-44.8316123222                            0.5000000000                  0.3652920327,-0.0706309588,0.0769398199
18.6667857590,36.8265972737,8.9137205511,124.8518553970,84.6509667326,-44.3319560265                            0.5000000000                  0.3604940301,-0.0599657262,0.0277865180
