JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
18.7508894397,81.3787543221,24.6600835157,109.6204582016,87.5285542119,-34.6164253388                           0.5000000000                  0.3983438920,-0.1371495439,0.4211138703
15.3830509857,72.5592282664,19.3774367376,103.7906971854,85.3678621358,-40.3715807725                           0.5000000000                  0.3930117299,-0.1183462676,0.3720615060
13.9395930419,64.5883913493,15.1836150795,100.0172520754,84.0851654062,-44.5905911451                           0.5000000000                  0.3876795678,-0.0995429913,0.3230091416
12.7227894141,56.3611933949,10.2691834223,97.8549224182,84.0245628561,-44.9330605524                            0.5000000000                  0.3823474057,-0.0807397151,0.2739567773
12.6075261505,49.3627610476,6.1378910409,98.2730400846,84.3801011670,-45.0118874864                             0.5000000000                  0.3770152436,-0.0619364388,0.2249044129
13.6093878005,43.9932158598,3.3930679318,101.5559753433,84.3823659702,-44.9276273011                            0.5000000000                  0.3716830815,-0.0431331625,0.1758520486
16.0404652662,40.4790723755,2.3615588394,107.6136246496,84.4360185417,-44.8560379728                            0.5000000000                  0.3663509193,-0.0243298862,0.1267996842
20.6063128770,38.8340394370,3.5815757383,116.3410667089,84.2168421467,-44.9647153570                            0.5000000000                  0.3610187572,-0.0055266099,0.0777473199
28.6197449240,38.3975479115,7.0787081796,126.8509597685,84.4608397905,-44.3633402085                            0.5000000000                  0.3556865951,0.0132766664,0.0286949555
