JOINTS ANGLES (DEGREES)                                                                                         DURATION (SECONDS)            END EFFECTOR POSITION (CARTEZIAN)
27.5019741663,90.0002104591,34.9991269156,114.9983590607,90.0002104591,-22.4999953190                           0.5000000000                  0.4036760541,-0.1559528202,0.4701662347
19.1590413568,81.4750393849,25.1253530190,109.6028080857,87.3733905621,-35.0653172739                           0.5000000000                  0.3985894300,-0.1369331161,0.4211765542
16.2657096353,72.6844141192,20.4147361176,103.9172596155,85.2575863975,-40.2586777482                           0.5000000000                  0.3935028058,-0.1179134120,0.3721868737
14.4018054631,64.8072937784,15.6236380991,100.2312045858,84.0683239007,-44.9954043544                           0.5000000000                  0.3884161817,-0.0988937078,0.3231971932
13.1728908969,56.5254052303,10.5946195576,98.0730158460,84.3003356064,-44.9221741459                            0.5000000000                  0.3833295575,-0.0798740037,0.2742075128
13.0645365244,49.6466489717,6.5333852775,98.6690205055,84.4503957427,-44.9980431741                             0.5000000000                  0.3782429334,-0.0608542996,0.2252178323
14.0877257920,44.3781779454,3.7763622156,102.0559411610,84.3432044879,-44.9267134718                            0.5000000000                  0.3731563092,-0.0418345955,0.1762281518
16.6367845825,40.9912384503,2.8138737251,108.2676951067,84.4812780473,-44.8809507162                            0.5000000000                  0.3680696851,-0.0228148913,0.1272384713
21.2746662593,39.3901685614,4.0650456606,117.0488566814,84.2311945691,-44.9714802782                            0.5000000000                  0.3629830609,-0.0037951872,0.0782487908
29.5162622880,38.9714779829,7.7313425265,127.6391981628,84.4666754011,-44.3419114265                            0.5000000000                  0.3578964367,0.0152245169,0.0292591103
